,instrument,datetime,open,high,low,close,volume
558,Y9999,2024-02-21,18673.49,18729.03,18645.27,18676.31,7279039000
559,Y9999,2024-02-22,18826.85,18881.77,18758.15,18852.78,7544144000
560,Y9999,2024-02-23,18950.07,19012.38,18889.19,18889.19,7868781000
561,Y9999,2024-02-26,18899.39,18974.08,18854.71,18948.05,7062243000
562,Y9999,2024-02-27,18964.49,19023.01,18752.53,18854.41,7916887000
563,Y9999,2024-02-29,18796.54,19019.69,18794.62,18966.77,7568554000
564,Y9999,2024-03-01,19021.35,19041.92,18923.46,18935.93,7573187000
565,Y9999,2024-03-04,18952.69,19333.39,18952.69,19305.31,8836524000
566,Y9999,2024-03-05,19398.97,19453.85,19332.73,19386.92,8130039000
567,Y9999,2024-03-06,19283.61,19532.3,19246.3,19499.45,8275991000
568,Y9999,2024-03-07,19678.36,19794.57,19630.79,19693.52,9410905000
569,Y9999,2024-03-08,19966.49,20065.5,19638.13,19785.32,10441231000
570,Y9999,2024-03-11,19671.9,19828.7,19649.67,19726.08,7833500000
571,Y9999,2024-03-12,19672.76,19917.06,19664.71,19914.55,8460730000
572,Y9999,2024-03-13,20024.83,20112.81,19866.73,19928.51,9706968000
573,Y9999,2024-03-14,19920.63,19995.51,19775.5,19937.92,8827167000
574,Y9999,2024-03-15,19845.45,19888.13,19682.5,19682.5,9670515000
575,Y9999,2024-03-18,19706.11,19879.86,19706.11,19879.85,7757012000
576,Y9999,2024-03-19,19798.12,19921.25,19762.16,19857.2,8621957000
577,Y9999,2024-03-20,19879.25,19994.42,19728.43,19784.45,10021992000
578,Y9999,2024-03-21,19843.8,20199.3,19843.8,20199.09,9714309000
579,Y9999,2024-03-22,20232.06,20296.1,20084.31,20228.43,9739588000
580,Y9999,2024-03-25,20228.64,20285.38,20172.8,20192.25,7774647000
581,Y9999,2024-03-26,20208.88,20397.07,19977.4,20126.49,9364343000
582,Y9999,2024-03-27,20158.07,20255.1,20108.96,20200.12,7726443000
583,Y9999,2024-03-28,20213.34,20222.2,20065.93,20146.55,8671376000
584,Y9999,2024-03-29,20156.34,20335.92,20156.34,20294.45,8501295000
585,Y9999,2024-04-01,20319.73,20387.23,20217.58,20222.33,8434260000
586,Y9999,2024-04-02,20359.81,20466.57,20359.81,20466.57,8095952000
587,Y9999,2024-04-03,20388.84,20403.73,20269.66,20337.6,7343173000
588,Y9999,2024-04-08,20395.05,20487.83,20379.83,20417.7,7833324000
589,Y9999,2024-04-09,20521.56,20820.81,20521.56,20796.2,9050814000
590,Y9999,2024-04-10,20789.42,20883.69,20763.53,20763.53,8716653000
591,Y9999,2024-04-11,20713.25,20770.83,20651.88,20753.22,8914560000
592,Y9999,2024-04-12,20772.79,20825.04,20713.87,20736.57,8851979000
593,Y9999,2024-04-15,20586.53,20623.77,20449.77,20449.77,9618574000
594,Y9999,2024-04-16,20365.11,20365.11,19844.54,19901.96,11746011000
595,Y9999,2024-04-17,19986.62,20264.99,19986.62,20213.33,7877446000
596,Y9999,2024-04-18,20126.57,20363.09,20057.81,20301.2,8879764000
597,Y9999,2024-04-19,19992.06,19992.06,19291.88,19527.12,14220809000
598,Y9999,2024-04-22,19466.44,19695.49,19395.31,19411.22,10228829000
599,Y9999,2024-04-23,19564.38,19709.0,19509.74,19599.28,7253946000
600,Y9999,2024-04-24,19770.46,20165.77,19770.46,20131.74,9111612000
601,Y9999,2024-04-25,20003.0,20003.0,19848.57,19857.42,7577774000
602,Y9999,2024-04-26,20094.17,20226.29,20087.61,20120.51,8712330000
603,Y9999,2024-04-29,20235.93,20495.52,20235.93,20495.52,10073768000
604,Y9999,2024-04-30,20508.48,20559.97,20396.6,20396.6,7574611000
605,Y9999,2024-05-02,20360.67,20360.67,20222.44,20222.44,8406070000
606,Y9999,2024-05-03,20381.98,20521.49,20272.34,20330.32,8493343000
607,Y9999,2024-05-06,20479.8,20639.9,20479.8,20523.31,8531380000
608,Y9999,2024-05-07,20634.62,20689.19,20493.8,20653.53,8310364000
609,Y9999,2024-05-08,20604.18,20700.51,20547.48,20700.51,8266990000
610,Y9999,2024-05-09,20710.05,20754.61,20560.77,20560.77,8462569000
611,Y9999,2024-05-10,20582.12,20765.82,20574.01,20708.84,9484962000
612,Y9999,2024-05-13,20905.16,20933.28,20816.42,20857.71,9004389000
613,Y9999,2024-05-14,20835.95,20994.53,20816.77,20985.85,9083268000
614,Y9999,2024-05-15,20984.7,21308.32,20984.7,21147.21,10020867000
615,Y9999,2024-05-16,21319.02,21515.52,21249.88,21304.26,10676029000
616,Y9999,2024-05-17,21346.75,21346.75,21218.34,21258.47,9381134000
617,Y9999,2024-05-20,21278.38,21338.35,21102.18,21271.63,9698206000
618,Y9999,2024-05-21,21239.26,21307.08,21131.62,21236.75,8349241000
619,Y9999,2024-05-22,21248.99,21567.48,21248.99,21551.83,9892255000
620,Y9999,2024-05-23,21668.84,21668.84,21475.99,21607.43,10342069000
621,Y9999,2024-05-24,21442.67,21608.72,21381.25,21565.34,8654957000
622,Y9999,2024-05-27,21699.98,21871.34,21699.98,21803.77,10249255000
623,Y9999,2024-05-28,21812.2,21937.4,21812.2,21858.41,9828428000
624,Y9999,2024-05-29,21846.41,21906.1,21662.5,21662.5,10075066000
625,Y9999,2024-05-30,21481.39,21558.36,21364.24,21364.48,9367769000
626,Y9999,2024-05-31,21400.83,21539.03,21174.22,21174.22,11881955000
627,Y9999,2024-06-03,21388.71,21612.54,21372.08,21536.76,9227882000
628,Y9999,2024-06-04,21513.85,21529.98,21308.97,21356.62,9533375000
629,Y9999,2024-06-05,21385.0,21510.86,21264.63,21484.88,8309415000
630,Y9999,2024-06-06,21856.13,21970.63,21847.68,21902.7,9720110000
631,Y9999,2024-06-07,21823.62,21920.85,21823.62,21858.38,9413696000
632,Y9999,2024-06-11,21984.42,22003.71,21792.12,21792.12,10336042000
633,Y9999,2024-06-12,21841.81,22094.94,21841.81,22048.96,8993663000
634,Y9999,2024-06-13,22217.64,22440.1,22211.08,22312.04,10063123000
635,Y9999,2024-06-14,22311.93,22504.72,22252.02,22504.72,9573063000
636,Y9999,2024-06-17,22468.11,22567.34,22431.26,22496.53,9540532000
637,Y9999,2024-06-18,22690.34,22787.67,22642.94,22757.43,9626522000
638,Y9999,2024-06-19,22858.45,23275.3,22858.45,23209.54,11548968000
639,Y9999,2024-06-20,23196.69,23406.1,23180.7,23406.1,10071394000
640,Y9999,2024-06-21,23193.9,23351.17,23151.15,23253.39,12435288000
641,Y9999,2024-06-24,23124.31,23131.68,22813.7,22813.7,10868484000
642,Y9999,2024-06-25,22695.15,22875.97,22503.0,22875.97,9415655000
643,Y9999,2024-06-26,22938.57,23074.74,22893.75,22986.69,9402611000
644,Y9999,2024-06-27,22859.93,22922.56,22765.16,22905.98,9517113000
645,Y9999,2024-06-28,22896.72,23142.4,22896.72,23032.25,9156285000
646,Y9999,2024-07-01,23042.7,23187.88,23015.17,23058.57,9519820000
647,Y9999,2024-07-02,23012.74,23041.9,22833.78,22879.37,10730848000
648,Y9999,2024-07-03,23009.82,23172.43,22994.28,23172.43,11022883000
649,Y9999,2024-07-04,23360.88,23571.82,23360.88,23522.53,11530961000
650,Y9999,2024-07-05,23532.01,23628.86,23491.79,23556.59,10664306000
651,Y9999,2024-07-08,23550.64,24011.64,23505.86,23878.15,11657426000
652,Y9999,2024-07-09,23888.2,24126.66,23607.92,23900.08,12440604000
653,Y9999,2024-07-10,23744.88,24040.61,23682.49,24007.08,10720034000
654,Y9999,2024-07-11,24242.03,24416.67,24151.8,24390.03,11951313000
655,Y9999,2024-07-12,23955.67,24045.73,23774.22,23916.93,12595197000
656,Y9999,2024-07-15,23927.91,24018.31,23759.51,23879.36,10191840000
657,Y9999,2024-07-16,23880.33,24174.18,23861.77,23997.25,9715661000
658,Y9999,2024-07-17,23827.27,23993.68,23650.94,23769.82,11672877000
659,Y9999,2024-07-18,23373.01,23450.91,23148.74,23398.47,11780624000
660,Y9999,2024-07-19,23228.04,23235.82,22865.84,22869.26,11316053000
661,Y9999,2024-07-22,22818.86,22818.86,22130.88,22256.99,11952430000
662,Y9999,2024-07-23,22514.75,22871.84,22514.75,22871.84,8708465000
663,Y9999,2024-07-26,22206.93,22206.93,21889.61,22119.21,10442613000
664,Y9999,2024-07-29,22321.37,22471.4,22128.14,22164.49,8828797000
665,Y9999,2024-07-30,22040.04,22276.39,21833.85,22223.57,8965809000
666,Y9999,2024-07-31,22088.78,22315.31,22046.29,22199.35,8511323000
667,Y9999,2024-08-01,22546.4,22652.21,22465.06,22642.1,9587317000
668,Y9999,2024-08-02,22141.2,22141.2,21636.22,21638.09,11661822000
669,Y9999,2024-08-05,20982.92,20982.92,19783.5,19830.88,15669316000
670,Y9999,2024-08-06,20344.39,20751.5,19662.74,20501.02,13253199000
671,Y9999,2024-08-07,20638.28,21306.23,20638.28,21295.28,9430851000
672,Y9999,2024-08-08,21047.16,21074.19,20723.26,20870.1,8112423000
673,Y9999,2024-08-09,21212.0,21613.76,21212.0,21469.0,9145607000
674,Y9999,2024-08-12,21598.93,21897.98,21598.93,21773.26,8103860000
675,Y9999,2024-08-13,21816.07,21866.63,21698.47,21796.57,7153087000
676,Y9999,2024-08-14,21952.03,22155.29,21942.22,22027.25,8374999000
677,Y9999,2024-08-15,22005.69,22089.04,21895.17,21895.17,7292001000
678,Y9999,2024-08-16,22114.72,22374.94,22114.72,22349.33,8235886000
679,Y9999,2024-08-19,22338.83,22485.91,22307.17,22409.63,7101238000
680,Y9999,2024-08-20,22464.07,22545.89,22369.25,22429.1,7843839000
681,Y9999,2024-08-21,22316.78,22358.88,22165.82,22237.89,8078459000
682,Y9999,2024-08-22,22254.59,22315.92,22096.26,22148.83,6485403000
683,Y9999,2024-08-23,22042.59,22159.27,21935.98,22158.05,8158257000
684,Y9999,2024-08-26,22250.49,22449.45,22164.53,22240.12,9295320000
685,Y9999,2024-08-27,22179.21,22205.11,22059.51,22185.0,7336667000
686,Y9999,2024-08-28,22210.57,22370.66,22108.86,22370.66,7088221000
687,Y9999,2024-08-29,22136.31,22273.62,22010.89,22201.85,7478271000
688,Y9999,2024-08-30,22230.07,22342.25,22230.07,22268.09,8361576000
689,Y9999,2024-09-02,22341.9,22439.31,22178.04,22235.1,6791049000
690,Y9999,2024-09-03,22240.11,22303.5,22092.21,22092.21,6837468000
691,Y9999,2024-09-04,21574.65,21574.65,20922.17,21092.75,11157824000
692,Y9999,2024-09-05,21271.09,21488.81,21150.99,21187.71,7964799000
693,Y9999,2024-09-06,21255.45,21461.71,21125.14,21435.19,6584784000
694,Y9999,2024-09-09,21127.81,21163.91,20922.51,21144.44,7793314000
695,Y9999,2024-09-10,21252.57,21324.43,20977.0,21064.08,7275918000
696,Y9999,2024-09-11,21089.18,21134.05,21031.0,21031.0,6710882000
697,Y9999,2024-09-12,21373.64,21706.85,21373.64,21653.25,7930915000
698,Y9999,2024-09-13,21754.36,21796.39,21643.22,21759.65,6059733000
699,Y9999,2024-09-16,21800.0,21854.74,21736.7,21850.08,6105105000
700,Y9999,2024-09-18,21813.54,21859.16,21584.63,21678.84,7979840000
701,Y9999,2024-09-19,21675.4,22042.69,21656.66,22042.69,7947109000
702,Y9999,2024-09-20,22246.24,22354.54,22136.53,22159.42,9689069000
703,Y9999,2024-09-23,22170.94,22307.46,22170.94,22285.53,7121310000
704,Y9999,2024-09-24,22273.79,22431.78,22154.55,22431.78,7862076000
705,Y9999,2024-09-25,22569.29,22785.32,22569.29,22761.6,9143783000
706,Y9999,2024-09-26,22841.42,22961.77,22769.24,22858.81,9160464000
707,Y9999,2024-09-27,22978.97,23079.21,22806.83,22822.79,9742471000
708,Y9999,2024-09-30,22643.91,22691.23,22224.54,22224.54,9221061000
709,Y9999,2024-10-01,22329.65,22446.86,22311.33,22390.39,6546005000
710,Y9999,2024-10-04,22459.1,22493.05,22193.5,22302.71,9601367000
711,Y9999,2024-10-07,22479.24,22719.07,22479.24,22702.56,9016648000
712,Y9999,2024-10-08,22691.32,22691.32,22418.38,22611.39,9567321000
713,Y9999,2024-10-09,22637.17,22885.95,22637.17,22659.08,8833974000
714,Y9999,2024-10-11,22726.19,23011.11,22726.19,22901.64,7292297000
715,Y9999,2024-10-14,22947.32,23015.55,22799.14,22975.29,6998458000
716,Y9999,2024-10-15,23083.7,23353.91,23082.06,23292.04,8377162000
717,Y9999,2024-10-16,22990.64,23258.52,22866.73,23010.98,8256820000
718,Y9999,2024-10-17,23114.21,23191.79,22950.7,23053.84,7296757000
719,Y9999,2024-10-18,23620.57,23713.7,23378.36,23487.27,8681228000
720,Y9999,2024-10-21,23602.98,23678.51,23480.06,23542.53,7090579000
721,Y9999,2024-10-22,23428.11,23535.43,23269.86,23535.43,7397918000
722,Y9999,2024-10-23,23402.24,23486.45,23318.84,23334.76,6840533000
723,Y9999,2024-10-24,23446.64,23446.64,23150.77,23192.52,7053500000
724,Y9999,2024-10-25,23255.07,23388.53,23222.77,23348.45,5949900000
725,Y9999,2024-10-28,23455.69,23547.12,23164.42,23198.07,6484900000
726,Y9999,2024-10-29,23048.45,23056.57,22711.1,22926.59,7002228000
727,Y9999,2024-10-30,22985.13,23116.33,22801.45,22820.43,6385074000
728,Y9999,2024-11-01,22438.93,22828.98,22231.94,22780.08,8015830000
729,Y9999,2024-11-04,22839.18,23020.99,22792.77,22965.39,6638863000
730,Y9999,2024-11-05,22870.11,23178.8,22849.83,23106.79,6504125000
731,Y9999,2024-11-06,23112.95,23439.39,23035.3,23217.38,8013368000
732,Y9999,2024-11-07,23180.01,23518.63,23132.94,23408.82,8714755000
733,Y9999,2024-11-08,23608.11,23699.7,23509.13,23553.89,8522966000
734,Y9999,2024-11-11,23477.75,23563.8,23306.66,23529.64,7157746000
735,Y9999,2024-11-12,23276.76,23276.76,22981.77,22981.77,8798515000
736,Y9999,2024-11-13,22894.91,23046.47,22860.23,22860.23,7454299000
737,Y9999,2024-11-14,22821.04,22893.82,22619.71,22715.38,8159633000
738,Y9999,2024-11-15,22767.11,22940.8,22690.77,22742.77,7887946000
739,Y9999,2024-11-18,22693.96,22781.77,22503.69,22546.54,7378710000
740,Y9999,2024-11-19,22614.74,22906.69,22578.75,22848.8,7496707000
741,Y9999,2024-11-20,22872.91,22977.56,22622.47,22688.36,7304592000
742,Y9999,2024-11-21,22671.66,22708.57,22490.28,22555.66,6888868000
743,Y9999,2024-11-22,22799.53,23019.04,22799.53,22904.32,7592870000
744,Y9999,2024-11-25,22996.05,23172.43,22948.37,22948.37,9016499000
745,Y9999,2024-11-26,22789.6,22832.11,22645.13,22678.76,6587493000
746,Y9999,2024-11-27,22665.58,22743.99,22334.78,22334.78,7465837000
747,Y9999,2024-11-28,22380.45,22413.25,22124.31,22298.9,6876239000
