,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42
T3303,2059,2233,2308,2317,2330,2368,2379,2412,2454,3008,3017,3037,3443,3529,3533,3661,3665,3675,4551,5274,6279,6488,8028,8069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3601,1476,1477,1536,1605,2330,2345,2368,2376,2383,2634,3017,3035,3374,3529,3533,3653,4958,5009,5274,5425,6446,6469,6491,8069,8464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3604,1402,2303,2308,2317,2330,2338,2345,2368,2376,2377,2383,2474,3035,3529,3533,3661,3711,4966,5274,5483,6269,6446,6488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3619,1402,1605,2301,2308,2317,2330,2338,2345,2368,2618,3017,3035,3045,3374,3406,3529,3533,3653,3661,3665,4919,5009,6285,6443,6446,6488,6515,6669,6781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3701,2330,2345,2360,2368,2383,2618,3017,3037,3042,3443,3529,3533,3653,3661,3680,4768,4977,5274,5425,5904,6187,6271,6515,6546,6669,8069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3703,1477,2330,2345,2351,2368,2383,3017,3035,3037,3042,3443,3529,3533,3653,3661,3680,4768,4977,5274,5388,5425,5904,6121,6271,6415,6488,6491,6669,8069,8454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3707,2330,2338,2345,2387,2481,3131,3228,3264,3413,3443,3529,3533,3653,3661,3680,4768,4977,5274,5425,6187,6271,6515,6719,8046,8155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3714,2330,2345,2360,2368,2383,2618,3017,3037,3042,3443,3529,3533,3653,3661,3680,4768,4977,5274,5425,5904,6187,6271,6415,6515,6546,6669,8069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T3786,1216,1477,2233,2330,2345,2352,2368,2376,2383,2707,2886,2891,2892,2912,3017,3023,3042,3045,3443,3533,3653,3661,3680,4768,4904,4958,5425,5457,5483,6121,6271,6279,6285,6415,6669,8069,9933,NA,NA,NA,NA,NA
T3803,1301,2301,2308,2317,2330,2368,2395,2412,2454,2884,2886,2891,2892,2912,3017,3023,3045,3413,3443,3529,3533,3653,3661,3665,4551,4904,4958,5425,6414,6669,6781,8069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4001,2303,2308,2313,2317,2330,2368,2376,2454,2618,3008,3017,3037,3189,3324,3413,3443,3596,3665,4551,4919,6271,6279,6670,6781,8069,8299,9802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4101,1301,1514,1519,2330,2618,2891,3006,3025,3027,3406,3443,3552,4572,4915,5222,5274,5388,5483,6206,6284,6533,6569,6612,8210,8215,8938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4112,1301,1560,1720,2308,2330,2382,2420,2548,2618,2884,2891,3029,3406,3443,3529,3533,3552,4104,4572,4915,5274,5388,5425,5483,6125,6188,6197,6245,6581,6605,8069,9939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4209,1301,1590,2006,2308,2313,2330,2368,2439,2548,2723,2891,3008,3023,3042,3293,3416,3533,3665,5269,5306,5904,6121,6271,6279,6285,6491,6669,9911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4301,1514,1590,2059,2206,2308,2317,3005,3022,3338,3406,3515,3526,3558,3580,3587,3665,4551,4736,4938,5388,5469,6197,6206,6491,6643,6670,6715,8183,8924,8928,8938,9910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4303,1319,1560,2059,2308,2313,2330,2345,2368,2439,2634,3037,3443,3529,3533,3558,3587,3596,3665,5274,5388,5425,6245,6470,6491,6515,6715,8069,9802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4502,1319,1476,1795,2059,2233,2308,2317,2330,2707,2912,3003,3022,3088,3131,3443,3479,3533,3576,4107,4536,4551,4736,4770,5904,6146,6245,6279,6643,8069,8210,9802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4510,1319,2059,2308,2313,2317,2330,2360,2368,2412,3037,3443,3526,3533,3653,3661,3665,3680,4107,4163,4551,4770,5288,6279,6285,6412,6669,8069,8114,9933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4706,1536,1560,1590,2313,2330,2345,2497,2610,3003,3035,3037,3131,3483,3533,3587,3661,3708,4576,5483,6138,6271,6279,6438,6488,6531,6546,6679,6747,8046,8069,8422,8478,9942,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4712,1560,2337,2379,2454,3035,3037,3293,3413,3587,3680,4966,5274,6104,6415,6515,6546,8422,8478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4720,2231,2313,2330,2345,2351,2376,2454,3017,3035,3037,3044,3131,3533,3653,3661,3665,3680,3708,4953,5274,5425,6104,6245,6271,6278,6488,6491,6515,6679,6781,8046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4801,1402,1513,1795,2301,2308,2313,2317,2345,2412,2634,2890,2892,2912,3443,3533,3653,3661,3665,4915,5288,6279,6285,8069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T4816,2301,2308,2313,2317,2345,2412,2890,2892,3443,3533,3653,3661,3665,4915,6279,6285,8069,8109,8114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T5001,2308,2330,2345,2360,2376,2634,2753,3443,3454,3594,3661,3708,4572,4768,4770,5222,5274,5353,6146,8069,8996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
