有價證券代號及名稱,,國際證券辨識號碼(ISIN Code),發行日,CFICode,備註
T2137B,柏瑞ＥＳＧ減碳全球股票證券投,TW000T2137B3,2022/12/30,CIOGEU,
T2137F,柏瑞ＥＳＧ減碳全球股票證券投,TW000T2137F4,2022/12/30,CIOGEU,
T2137G,柏瑞ＥＳＧ減碳全球股票證券投,TW000T2137G2,2022/12/30,CIOGEU,
T2137H,柏瑞ＥＳＧ減碳全球股票證券投,TW000T2137H0,2022/12/30,CIOGEU,
T2137J,柏瑞ＥＳＧ減碳全球股票證券投,TW000T2137J6,2022/12/30,CIOGEU,
T2138A,柏瑞利率對策多重資產證券投資,TW000T2138A3,2023/6/21,CIOGLU,
T2138B,柏瑞利率對策多重資產證券投資,TW000T2138B1,2023/6/21,CIOILU,
T2138C,柏瑞利率對策多重資產證券投資,TW000T2138C9,2023/6/21,CIOILU,
T2138D,柏瑞利率對策多重資產證券投資,TW000T2138D7,2023/6/21,CIOGLU,
T2138F,柏瑞利率對策多重資產證券投資,TW000T2138F2,2023/6/21,CIOGLU,
T2138G,柏瑞利率對策多重資產證券投資,TW000T2138G0,2023/6/21,CIOILU,
T2138H,柏瑞利率對策多重資產證券投資,TW000T2138H8,2023/6/21,CIOILU,
T2138J,柏瑞利率對策多重資產證券投資,TW000T2138J4,2023/6/21,CIOGLU,
T2138K,柏瑞利率對策多重資產證券投資,TW000T2138K2,2023/6/21,CIOGLU,
T2138L,柏瑞利率對策多重資產證券投資,TW000T2138L0,2023/6/21,CIOILU,
T2138M,柏瑞利率對策多重資產證券投資,TW000T2138M8,2023/6/21,CIOILU,
T2138N,柏瑞利率對策多重資產證券投資,TW000T2138N6,2023/6/21,CIOGLU,
T2138P,柏瑞利率對策多重資產證券投資,TW000T2138P1,2023/6/21,CIOGLU,
T2138Q,柏瑞利率對策多重資產證券投資,TW000T2138Q9,2023/6/21,CIOILU,
T2138R,柏瑞利率對策多重資產證券投資,TW000T2138R7,2023/6/21,CIOILU,
T2138S,柏瑞利率對策多重資產證券投資,TW000T2138S5,2023/6/21,CIOGLU,
T2138T,柏瑞利率對策多重資產證券投資,TW000T2138T3,2023/6/21,CIOGLU,
T2139A,柏瑞科技多重資產證券投資信託,TW000T2139A1,2023/12/7,CIOGLU,
T2139B,柏瑞科技多重資產證券投資信託,TW000T2139B9,2023/12/7,CIOILU,
T2139C,柏瑞科技多重資產證券投資信託,TW000T2139C7,2023/12/7,CIOILU,
T2139D,柏瑞科技多重資產證券投資信託,TW000T2139D5,2023/12/7,CIOGLU,
T2139K,柏瑞科技多重資產證券投資信託,TW000T2139K0,2023/12/7,CIOGLU,
T2139L,柏瑞科技多重資產證券投資信託,TW000T2139L8,2023/12/7,CIOILU,
T2139M,柏瑞科技多重資產證券投資信託,TW000T2139M6,2023/12/7,CIOILU,
T2139N,柏瑞科技多重資產證券投資信託,TW000T2139N4,2023/12/7,CIOGLU,
T2139T,柏瑞科技多重資產證券投資信託,TW000T2139T1,2023/12/7,CIOGLU,
T2139U,柏瑞科技多重資產證券投資信託,TW000T2139U9,2023/12/7,CIOILU,
T2139V,柏瑞科技多重資產證券投資信託,TW000T2139V7,2023/12/7,CIOILU,
T2139W,柏瑞科技多重資產證券投資信託,TW000T2139W5,2023/12/7,CIOGLU,
T2201A,復華全球資產證券化基金A,TW000T2201A9,2007/7/9,CIOGEU,
T2201B,復華全球資產證券化基金B,TW000T2201B7,2007/7/9,CIOILU,
T2201C,復華全球資產證券化基金美元計價類型,TW000T2201C5,2015/12/14,CIOGEU,
T2202A,復華奧林匹克全球優勢組合基金美元計價類型,TW000T2202A7,2015/10/8,CFOGIU,
T2202B,復華奧林匹克全球優勢組合基金新臺幣B,TW000T2202B5,2017/10/5,CFOIIU,
T2202Y,復華奧林匹克全球優勢組合基金,TW000T2202Y7,2007/11/26,CFOGIU,
T2203Y,復華復華基金,TW000T2203Y5,1998/1/23,CIOGEU,
T2204Y,復華貨幣市場基金,TW000T2204Y3,1998/5/28,CIOGEU,
T2205Y,FH高成,TW000T2205Y0,1998/10/17,CIOGEU,
T2206Y,復華傳家基金,TW000T2206Y8,1999/8/10,CIOGEU,
T2207Y,復華有利貨幣市場基金,TW000T2207Y6,2000/1/24,CIOGEU,
T2208Y,FH數位,TW000T2208Y4,2000/5/10,CIOGEU,
T2209Y,復華傳家二號基金,TW000T2209Y2,2000/9/6,CIOGEU,
T2210Y,FH中小,TW000T2210Y0,2001/4/3,CIOGEU,
T2211Y,復華全球債券基金,TW000T2211Y8,2002/8/2,CIOGBU,
T2212Y,復華人生目標基金,TW000T2212Y6,2003/3/3,CIOGEU,
T2213A,復華全球平衡基金美元計價類型,TW000T2213A4,2016/1/14,CIOGEU,
T2213Y,復華全球平衡基金,TW000T2213Y4,2004/1/2,CIOGEU,
T2214Y,復華神盾基金,TW000T2214Y2,2004/4/20,CIOGEU,
T2215Y,復華奧林匹克全球組合基金,TW000T2215Y9,2005/4/21,CFOGIU,
T2216Y,復華全方位基金,TW000T2216Y7,2005/8/1,CIOGEU,
T2217Y,復華亞太平衡基金,TW000T2217Y5,2006/4/17,CIOGEU,
T2218Y,復華全球債券組合基金,TW000T2218Y3,2006/9/13,CFOGIU,
T2219Y,復華亞太成長基金,TW000T2219Y1,2007/1/22,CIOGEU,
T2252A,復華全球大趨勢基金美元計價類型,TW000T2252A2,2015/10/15,CIOGEU,
T2252Y,復華全球大趨勢基金,TW000T2252Y2,2008/4/30,CIOGEU,
T2260Y,復華華人世紀基金,TW000T2260Y5,2009/1/5,CIOGEU,
T2263A,復華全球短期收益基金美元計價類型,TW000T2263A9,2013/12/16,CIOGEU,
T2263Y,復華全球短期收益基金,TW000T2263Y9,2009/5/7,CIOGEU,
T2265Y,復華高益策略組合基金,TW000T2265Y4,2009/10/20,CFOGIU,
T2269Y,復華全球原物料基金,TW000T2269Y6,2010/3/30,CIOGEU,
T2270A,復華新興債股動力組合基金美元計價類型,TW000T2270A4,2015/10/15,CFOGIU,
T2270Y,復華新興債股動力組合基金,TW000T2270Y4,2010/9/1,CFOGIU,
T2271Y,復華大中華中小策略基金,TW000T2271Y2,2010/12/27,CIOGEU,
T2274Y,復華新興市場短期收益基金,TW000T2274Y6,2011/5/6,CIOGEU,
T2275A,復華新興收益傘型證券投資信託,TW000T2275A3,2011/5/6,CIOGBU,
T2275B,復華新興收益傘型證券投資信託,TW000T2275B1,2011/5/6,CIOIBU,
T2275C,復華新興市場高收益債券證券投,TW000T2275C9,2011/5/6,CIOIBU,
T2275D,復華新興市場高收益債券證券投,TW000T2275D7,2011/5/6,CIOIBU,
T2278Y,復華東協世紀基金,TW000T2278Y7,2011/10/24,CIOGEU,
T2280A,復華南非幣短期收益基金A類型,TW000T2280A3,2012/12/11,CIOGEU,
T2280B,復華南非幣短期收益基金B類型,TW000T2280B1,2012/12/11,CIOIBU,
T2281A,復華南非幣長期收益基金A類型,TW000T2281A1,2012/12/11,CIOGEU,
T2281B,復華南非幣長期收益基金B類型,TW000T2281B9,2012/12/11,CIOIBU,
T2284Y,復華人民幣貨幣市場基金,TW000T2284Y5,2013/5/20,CIOGEU,
T2285A,復華新興人民幣債券基金A類型,TW000T2285A2,2013/5/20,CIOGBU,
T2285B,復華新興人民幣債券基金B類型,TW000T2285B0,2013/5/20,CIOIBU,
T2286A,復華全球消費基金美元計價類型,TW000T2286A0,2015/11/3,CIOGEU,
T2286Y,復華全球消費基金,TW000T2286Y0,2013/11/13,CIOGEU,
T2287A,復華美國新星基金美元計價類型,TW000T2287A8,2015/11/3,CIOGEU,
T2287Y,復華美國新星基金,TW000T2287Y8,2013/11/13,CIOGEU,
T2288Y,復華新興人民幣短期收益基金,TW000T2288Y6,2014/4/7,CIOGEU,
T2289A,復華全球戰略配置強基金美元計價類型,TW000T2289A4,2015/10/19,CFOGIU,
T2289Y,復華全球戰略配置強基金,TW000T2289Y4,2014/7/9,CFOGIU,
T2291A,復華中國新經濟平衡基金-新臺幣,TW000T2291A0,2015/5/26,CIOGEU,
T2291B,復華中國新經濟平衡基金-人民幣,TW000T2291B8,2015/5/26,CIOGEU,
T2291C,復華中國新經濟平衡基金-人民幣,TW000T2291C6,2015/5/26,CIOILU,
T2292A,復華中國新經濟A股基金-新臺幣,TW000T2292A8,2015/5/26,CIOGEU,
T2292B,復華中國新經濟A股基金-人民幣,TW000T2292B6,2015/5/26,CIOGEU,
T2294A,復華全球物聯網科技基金新臺幣計價類型,TW000T2294A4,2016/7/4,CIOGEU,
T2294B,復華全球物聯網科技基金美元計價類型,TW000T2294B2,2016/7/4,CIOGEU,
T2295Y,復華台灣智能基金新臺幣計價類型,TW000T2295Y1,2017/1/16,CIOGEU,
T2298A,復華亞太神龍科技基金新臺幣計價類型,TW000T2298A5,2018/1/31,CIOGEU,
T2298B,復華亞太神龍科技基金美元計價類型,TW000T2298B3,2018/1/31,CIOGEU,
T2299Y,復華六年到期新興市場債券基金,TW000T2299Y3,2018/5/14,CIOGBU,
T22A3A,復華2024到期新興市場債券基金美元計價類型,TW000T22A3A4,2018/7/23,CIOGBU,
T22A3B,復華2024到期新興市場債券基金人民幣計價類型,TW000T22A3B2,2018/7/23,CIOGBU,
T22A5A,復華十年到期新興市場債券基金新臺幣計價類型,TW000T22A5A9,2019/3/25,CIOIBU,
T22A5B,復華十年到期新興市場債券基金美元計價類型,TW000T22A5B7,2019/3/25,CIOIBU,
T22A5C,復華十年到期新興市場債券基金人民幣計價類型,TW000T22A5C5,2019/3/25,CIOIBU,
T22A6A,復華六年到期優選新興市場債券基金新臺幣計價類型,TW000T22A6A7,2019/7/22,CIOGBU,
T22A6B,復華六年到期優選新興市場債券基金美元計價類型,TW000T22A6B5,2019/7/22,CIOGBU,
T22A6C,復華六年到期優選新興市場債券基金人民幣計價類型,TW000T22A6C3,2019/7/22,CIOGBU,
T22A7A,復華十年到期精選新興市場債券基金新臺幣計價類型,TW000T22A7A5,2019/7/22,CIOIBU,
T22A7B,復華十年到期精選新興市場債券基金美元計價類型,TW000T22A7B3,2019/7/22,CIOIBU,
T22A7C,復華十年到期精選新興市場債券基金人民幣計價類型,TW000T22A7C1,2019/7/22,CIOIBU,
T22A8A,復華已開發國家300股票指數基金新臺幣計價類型,TW000T22A8A3,2019/9/4,CIOGEU,
T22A8B,復華已開發國家300股票指數基金美元計價類型,TW000T22A8B1,2019/9/4,CIOGEU,
T22A9A,復華5至10年期投資等級債券指數基金新臺幣計價類型,TW000T22A9A1,2019/9/4,CIOGBU,
T22A9B,復華5至10年期投資等級債券指數基金美元計價類型,TW000T22A9B9,2019/9/4,CIOGBU,
T22B1A,復華美元高收益債券指數證券投,TW000T22B1A7,2019/9/4,CIOGBU,
T22B1B,復華美元高收益債券指數證券投,TW000T22B1B5,2019/9/4,CIOIBU,
T22B1C,復華美元高收益債券指數證券投,TW000T22B1C3,2019/9/4,CIOGBU,
T22B5Y,復華美國標普５００低波動指數,TW000T22B5Y8,2020/2/26,CIOGEU,
T22B6A,復華新興市場３年期以上美元主,TW000T22B6A6,2020/2/26,CIOGBU,
T22B6B,復華新興市場３年期以上美元主,TW000T22B6B4,2020/2/26,CIOGBU,
T22B7A,復華新興亞洲３至１０年期美元,TW000T22B7A4,2020/2/26,CIOGBU,
T22B7B,復華新興亞洲３至１０年期美元,TW000T22B7B2,2020/2/26,CIOGBU,
T22C2Y,復華台灣好收益證券投資信託基,TW000T22C2Y4,2021/1/11,CIOIEU,
T2501A,永豐永豐基金-I類型,TW000T2501A2,2018/10/15,CIOGEU,
T2501Y,永豐永豐,TW000T2501Y2,1998/4/14,CIOGEU,
T2502Y,永豐貨幣市場基金,TW000T2502Y0,1998/6/19,CIOGEU,
T2506A,永豐中小基金-I類型,TW000T2506A1,2018/10/15,CIOGEU,
T2506Y,永豐中小,TW000T2506Y1,2002/1/4,CIOGEU,
T2507Y,永豐趨勢平衡基金,TW000T2507Y9,2002/8/20,CIOGEU,
T2520Y,永豐領航科技,TW000T2520Y2,1998/9/4,CIOGEU,
T2527Y,永豐主流品牌基金,TW000T2527Y7,2007/6/4,CIOGEU,
T2531Y,永豐亞洲民生消費基金,TW000T2531Y9,2009/8/5,CIOGEU,
T2535A,永豐新興高收雙債組合證券投資,TW000T2535A0,2011/5/12,CIOGEU,
T2535B,永豐新興高收雙債組合證券投資,TW000T2535B8,2011/5/12,CIOIBU,
T2539A,中國經濟建設A(人民幣計價),TW000T2539A2,2015/5/14,CIOGEU,
T2539Y,永豐中國經濟建設基金,TW000T2539Y2,2012/3/15,CIOGEU,
T2541A,新興市場企業債券累A,TW000T2541A8,2013/1/23,CIOGBU,
T2541B,新興市場企業債券月B,TW000T2541B6,2013/1/23,CIOIBU,
T2541C,新興市場企業債券累C(人民幣),TW000T2541C4,2014/12/16,CIOGBU,
T2541D,新興市場企業債券月D(人民幣),TW000T2541D2,2014/12/16,CIOIBU,
T2545A,永豐滬深300紅利指數基金-美元計價,TW000T2545A9,2018/1/12,CIOGEU,
T2545B,永豐滬深300紅利指數基金-人民幣計價,TW000T2545B7,2018/3/21,CIOGEU,
T2545Y,滬深300紅利指數,TW000T2545Y9,2013/8/22,CIOGEU,
T2548Y,南非幣2021保本,TW000T2548Y3,2014/5/8,CIOGEU,
T2566A,永豐全球多元入息基金-新台幣計價累積型,TW000T2566A5,2018/5/9,CFOGIU,
T2566B,永豐全球多元入息基金-新台幣計價月配型,TW000T2566B3,2018/5/9,CFOIIU,
T2566C,永豐全球多元入息基金-美元計價累積型,TW000T2566C1,2018/5/9,CFOGIU,
T2566D,永豐全球多元入息基金-美元計價月配型,TW000T2566D9,2018/5/9,CFOIIU,
T2578A,永豐臺灣ＥＳＧ永續優選證券投,TW000T2578A0,2020/4/23,CIOGEU,
T2578B,永豐臺灣ＥＳＧ永續優選證券投,TW000T2578B8,2020/4/23,CIOIEU,
T2578C,永豐臺灣ＥＳＧ永續優選證券投,TW000T2578C6,2020/4/23,CIOGEU,
T2589A,永豐ＥＳＧ全球數位基礎建設證,TW000T2589A7,2022/7/22,CIOGEU,
T2589B,永豐ＥＳＧ全球數位基礎建設證,TW000T2589B5,2022/7/22,CIOIEU,
T2589C,永豐ＥＳＧ全球數位基礎建設證,TW000T2589C3,2022/7/22,CIOGEU,
T2589D,永豐ＥＳＧ全球數位基礎建設證,TW000T2589D1,2022/7/22,CIOIEU,
T2589E,永豐ＥＳＧ全球數位基礎建設證,TW000T2589E9,2022/7/22,CIOGEU,
T2589F,永豐ＥＳＧ全球數位基礎建設證,TW000T2589F6,2022/7/22,CIOIEU,
T2589G,永豐ＥＳＧ全球數位基礎建設證,TW000T2589G4,2022/7/22,CIOGEU,
T2589H,永豐ＥＳＧ全球數位基礎建設證,TW000T2589H2,2022/7/22,CIOIEU,
T2589J,永豐ＥＳＧ全球數位基礎建設證,TW000T2589J8,2022/7/22,CIOGEU,
T2589K,永豐ＥＳＧ全球數位基礎建設證,TW000T2589K6,2022/7/22,CIOIEU,
T2589L,永豐ＥＳＧ全球數位基礎建設證,TW000T2589L4,2022/7/22,CIOGEU,
T2589M,永豐ＥＳＧ全球數位基礎建設證,TW000T2589M2,2022/7/22,CIOIEU,
T2589N,永豐ＥＳＧ全球數位基礎建設證,TW000T2589N0,2022/7/22,CIOGEU,
T2589P,永豐ＥＳＧ全球數位基礎建設證,TW000T2589P5,2022/7/22,CIOIEU,
T2589Q,永豐ＥＳＧ全球數位基礎建設證,TW000T2589Q3,2022/7/22,CIOGEU,
T2589R,永豐ＥＳＧ全球數位基礎建設證,TW000T2589R1,2022/7/22,CIOIEU,
T25A5A,永豐全球基礎建設及公用事業投,TW000T25A5A6,2023/4/25,CIOGBU,
T25A5B,永豐全球基礎建設及公用事業投,TW000T25A5B4,2023/4/25,CIOGBU,
T25A5C,永豐全球基礎建設及公用事業投,TW000T25A5C2,2023/4/25,CIOGBU,
T25A5D,永豐全球基礎建設及公用事業投,TW000T25A5D0,2023/4/25,CIOIBU,
T25A5E,永豐全球基礎建設及公用事業投,TW000T25A5E8,2023/4/25,CIOGBU,
T25A5F,永豐全球基礎建設及公用事業投,TW000T25A5F5,2023/4/25,CIOGBU,
T25A5G,永豐全球基礎建設及公用事業投,TW000T25A5G3,2023/4/25,CIOIBU,
T25A5H,永豐全球基礎建設及公用事業投,TW000T25A5H1,2023/4/25,CIOGBU,
T25A5J,永豐全球基礎建設及公用事業投,TW000T25A5J7,2023/4/25,CIOIBU,
T25A5K,永豐全球基礎建設及公用事業投,TW000T25A5K5,2023/4/25,CIOGBU,
T25B6A,永豐四年到期美國優質投資等級,TW000T25B6A3,2023/10/23,CIOGBU,
T25B6B,永豐四年到期美國優質投資等級,TW000T25B6B1,2023/10/23,CIOIBU,
T25B6C,永豐四年到期美國優質投資等級,TW000T25B6C9,2023/10/23,CIOGBU,
T25B6D,永豐四年到期美國優質投資等級,TW000T25B6D7,2023/10/23,CIOIBU,
T2612Y,中國信託華盈貨幣市場基金,TW000T2612Y7,2003/3/14,CIOGEU,
T2620A,中國信託台灣活力基金-Ｉ類型,TW000T2620A0,2018/7/23,CIOGEU,
T2620Y,中國信託台灣活力基金,TW000T2620Y0,2007/6/14,CIOGEU,
T2622A,中國信託ＥＳＧ碳商機多重資產,TW000T2622A6,2022/5/5,CIOGLU,
T2622B,中國信託ＥＳＧ碳商機多重資產,TW000T2622B4,2022/5/5,CIOILU,
T2622C,中國信託ＥＳＧ碳商機多重資產,TW000T2622C2,2022/5/5,CIOILU,
T2622D,中國信託ＥＳＧ碳商機多重資產,TW000T2622D0,2022/5/5,CIOGLU,
T2622E,中國信託ＥＳＧ碳商機多重資產,TW000T2622E8,2022/5/5,CIOILU,
T2622F,中國信託ＥＳＧ碳商機多重資產,TW000T2622F5,2022/5/5,CIOILU,
T2623A,中國信託ＥＳＧ金融收益多重資,TW000T2623A4,2023/1/17,CIOGLU,
T2623B,中國信託ＥＳＧ金融收益多重資,TW000T2623B2,2023/1/17,CIOILU,
T2623C,中國信託ＥＳＧ金融收益多重資,TW000T2623C0,2023/1/17,CIOILU,
T2623D,中國信託ＥＳＧ金融收益多重資,TW000T2623D8,2023/1/17,CIOGLU,
T2623E,中國信託ＥＳＧ金融收益多重資,TW000T2623E6,2023/1/17,CIOILU,
T2623F,中國信託ＥＳＧ金融收益多重資,TW000T2623F3,2023/1/17,CIOILU,
T2625A,中國信託成長轉機多重資產證券,TW000T2625A9,2023/8/15,CIOGLU,
T2625B,中國信託成長轉機多重資產證券,TW000T2625B7,2023/8/15,CIOILU,
T2625C,中國信託成長轉機多重資產證券,TW000T2625C5,2023/8/15,CIOILU,
T2625D,中國信託成長轉機多重資產證券,TW000T2625D3,2023/8/15,CIOGLU,
T2625E,中國信託成長轉機多重資產證券,TW000T2625E1,2023/8/15,CIOILU,
T2625F,中國信託成長轉機多重資產證券,TW000T2625F8,2023/8/15,CIOILU,
T2639A,中國信託樂齡收益平衡基金-新臺幣(累積型),TW000T2639A0,2016/10/5,CIOGEU,
T2639B,中國信託樂齡收益平衡基金-新臺幣(月配型),TW000T2639B8,2016/10/5,CIOJEU,
T2639C,中國信託樂齡收益平衡基金-美元(累積型),TW000T2639C6,2016/10/5,CIOGEU,
T2639D,中國信託樂齡收益平衡基金-美元(月配型),TW000T2639D4,2016/10/5,CIOJEU,
T2639E,中國信託樂齡收益平衡證券投資,TW000T2639E2,2016/10/5,CIOILU,
T2639F,中國信託樂齡收益平衡證券投資,TW000T2639F9,2016/10/5,CIOILU,
T2650E,中國信託雄鷹新興市場債券證券,TW000T2650E9,2017/8/11,CIOIBU,
T2650F,中國信託雄鷹新興市場債券證券,TW000T2650F6,2017/8/11,CIOIBU,
T2658A,中國信託2024年到期新興主權債券基金-美元(累積型),TW000T2658A0,2018/6/1,CIOGBU,
T2658B,中國信託2024年到期新興主權債券基金-美元(配息型),TW000T2658B8,2018/6/1,CIOIBU,
T2658C,中國信託2024年到期新興主權債券基金-人民幣(累積型),TW000T2658C6,2018/6/1,CIOGBU,
T2658D,中國信託2024年到期新興主權債券基金-人民幣(配息型),TW000T2658D4,2018/6/1,CIOIBU,
T2662A,中國信託智慧城市基金-新臺幣,TW000T2662A2,2018/7/9,CIOGEU,
T2662B,中國信託智慧城市建設基金-美元,TW000T2662B0,2018/7/9,CIOGEU,
T2673A,中國信託２０２６年到期新興優,TW000T2673A9,2020/2/7,CIOGBU,
T2673B,中國信託２０２６年到期新興優,TW000T2673B7,2020/2/7,CIOGBU,
T2673C,中國信託２０２６年到期新興優,TW000T2673C5,2020/2/7,CIOGBU,
T2683A,中國信託亞太實質收息多重資產,TW000T2683A8,2020/4/30,CIOGLU,
T2683B,中國信託亞太實質收息多重資產,TW000T2683B6,2020/4/30,CIOILU,
T2683C,中國信託亞太實質收息多重資產,TW000T2683C4,2020/4/30,CIOILU,
T2683D,中國信託亞太實質收息多重資產,TW000T2683D2,2020/4/30,CIOGLU,
T2683E,中國信託亞太實質收息多重資產,TW000T2683E0,2020/4/30,CIOILU,
T2683F,中國信託亞太實質收息多重資產,TW000T2683F7,2020/4/30,CIOILU,
T2683G,中國信託亞太實質收息多重資產,TW000T2683G5,2020/4/30,CIOILU,
T2683H,中國信託亞太實質收息多重資產,TW000T2683H3,2020/4/30,CIOILU,
T2691A,中國信託越南機會證券投資信託,TW000T2691A1,2020/8/25,CIOGEU,
T2691B,中國信託越南機會證券投資信託,TW000T2691B9,2020/8/25,CIOGEU,
T2693A,中國信託科技趨勢多重資產證券,TW000T2693A7,2021/12/6,CIOGLU,
T2693B,中國信託科技趨勢多重資產證券,TW000T2693B5,2021/12/6,CIOILU,
T2693C,中國信託科技趨勢多重資產證券,TW000T2693C3,2021/12/6,CIOILU,
T2693D,中國信託科技趨勢多重資產證券,TW000T2693D1,2021/12/6,CIOGLU,
T2693E,中國信託科技趨勢多重資產證券,TW000T2693E9,2021/12/6,CIOILU,
T2693F,中國信託科技趨勢多重資產證券,TW000T2693F6,2021/12/6,CIOILU,
T2693G,中國信託科技趨勢多重資產證券,TW000T2693G4,2021/12/6,CIOILU,
T2693H,中國信託科技趨勢多重資產證券,TW000T2693H2,2021/12/6,CIOILU,
T2701A,宏利臺灣股息收益證券投資信託基金,TW000T2701A8,2019/4/15,CIOGEU,
T2701Y,宏利臺灣高股息基金,TW000T2701Y8,1998/7/20,CIOGEU,
T2702Y,宏利萬利貨幣市場基金,TW000T2702Y6,1998/11/5,CIOGEU,
T2703B,宏利台灣動力證券投資信託基金,TW000T2703B2,2019/4/15,CIOGEU,
T2703Y,宏利台灣動力基金,TW000T2703Y4,2000/2/23,CIOGEU,
T2722Y,宏利全球債券組合基金,TW000T2722Y4,2006/9/28,CIOGBU,
T2723A,精選中華基金(人民幣),TW000T2723A2,2015/1/12,CIOGEU,
T2723Y,宏利精選中華基金,TW000T2723Y2,2007/8/2,CIOGEU,
T2724A,宏利亞太入息債券基金-A類型,TW000T2724A0,2009/12/9,CIOGBU,
T2724B,宏利亞太入息債券基金-B類型,TW000T2724B8,2009/12/9,CIOIBU,
T2724C,亞太入息債券基金-C(台幣),TW000T2724C6,2015/3/12,CIOIBU,
T2724D,亞太入息債券基金-A(人民幣),TW000T2724D4,2015/3/12,CIOIBU,
T2724E,亞太入息債券基金-C(人民幣),TW000T2724E2,2015/3/12,CIOIBU,
T2726A,亞小企業基金(人民幣),TW000T2726A5,2014/9/5,CIOGEU,
T2726B,亞小企業基金(美元),TW000T2726B3,2014/9/5,CIOGEU,
T2726Y,宏利亞太中小企業基金,TW000T2726Y5,2010/4/8,CIOGEU,
T2727A,宏利新興市場高收益債券基金-A類型,TW000T2727A3,2010/9/29,CIOGBU,
T2727B,宏利新興市場高收益債券基金-B類型,TW000T2727B1,2010/9/29,CIOIBU,
T2727C,新興高收益債-C配息(台幣),TW000T2727C9,2014/9/12,CIOIBU,
T2727D,新興高收益債-A不配息(人民幣),TW000T2727D7,2014/9/12,CIOIBU,
T2727E,新興高收益債-C配息(人民幣),TW000T2727E5,2014/9/12,CIOIBU,
T2727F,新興高收益債-A不配息(澳幣),TW000T2727F2,2014/9/12,CIOIBU,
T2727G,新興高收益債-C配息(澳幣),TW000T2727G0,2014/9/12,CIOIBU,
T2727H,新興高收益債-A不配息(美元),TW000T2727H8,2015/1/5,CIOIBU,
T2727J,新興高收益債-C配息(美元),TW000T2727J4,2015/1/5,CIOIBU,
T2727K,宏利新興市場高收益債券證券投,TW000T2727K2,2010/9/29,CIOGBU,
T2727L,宏利新興市場高收益債券證券投,TW000T2727L0,2010/9/29,CIOGBU,
T2727M,宏利新興市場高收益債券證券投,TW000T2727M8,2010/9/29,CIOGBU,
T2727N,宏利新興市場高收益債券證券投,TW000T2727N6,2010/9/29,CIOGBU,
T2727P,宏利新興市場高收益債券證券投,TW000T2727P1,2010/9/29,CIOGBU,
T2727Q,宏利新興市場高收益債券證券投,TW000T2727Q9,2010/9/29,CIOGBU,
T2727R,宏利新興市場高收益債券證券投,TW000T2727R7,2010/9/29,CIOGBU,
T2727S,宏利新興市場高收益債券證券投,TW000T2727S5,2010/9/29,CIOGBU,
T2727T,宏利新興市場高收益債券證券投,TW000T2727T3,2010/9/29,CIOGBU,
T2727U,宏利新興市場高收益債券證券投,TW000T2727U1,2010/9/29,CIOGBU,
T2727V,宏利新興市場高收益債券證券投,TW000T2727V9,2010/9/29,CIOGBU,
T2727W,宏利新興市場高收益債券證券投,TW000T2727W7,2010/9/29,CIOGBU,
T2729A,宏利中國點心高收益債券基金-A類型(美元),TW000T2729A9,2011/7/21,CIOGBU,
T2729B,宏利中國點心高收益債券基金-B類型(美元),TW000T2729B7,2011/7/21,CIOIBU,
T2729C,宏利中國點心高收益債券基金-A類型(人民幣),TW000T2729C5,2013/4/29,CIOGBU,
T2729D,宏利中國點心高收益債券基金-B類型(人民幣),TW000T2729D3,2013/4/29,CIOIBU,
T2730A,宏利中國離岸債券基金-A類型(台幣),TW000T2730A7,2011/11/9,CIOGBU,
T2730B,宏利中國離岸債券基金-B類型(台幣),TW000T2730B5,2011/11/9,CIOIBU,
T2730C,宏利中國離岸債券基金-A類型(人民幣),TW000T2730C3,2013/5/10,CIOGBU,
T2730D,宏利中國離岸債券基金-B類型(人民幣),TW000T2730D1,2013/5/10,CIOIBU,
T2739Y,宏利澳幣保本基金,TW000T2739Y8,2013/11/12,CIOGEU,
T2750A,宏利四到六年機動到期新興市場債券基金-(台幣),TW000T2750A5,2019/9/26,CIOGBU,
T2750B,宏利四到六年機動到期新興市場債券基金-(美元),TW000T2750B3,2019/9/26,CIOGBU,
T2750C,宏利四到六年機動到期新興市場債券基金-(人民幣),TW000T2750C1,2019/9/26,CIOGBU,
T2750D,宏利四到六年機動到期新興市場債券基金-(南非幣),TW000T2750D9,2019/9/26,CIOGBU,
T2752A,宏利七年階梯到期新興市場債券,TW000T2752A1,2020/3/26,CIOGBU,
T2752B,宏利七年階梯到期新興市場債券,TW000T2752B9,2020/3/26,CIOIBU,
T2752C,宏利七年階梯到期新興市場債券,TW000T2752C7,2020/3/26,CIOGBU,
T2752D,宏利七年階梯到期新興市場債券,TW000T2752D5,2020/3/26,CIOIBU,
T2752E,宏利七年階梯到期新興市場債券,TW000T2752E3,2020/3/26,CIOGBU,
T2752F,宏利七年階梯到期新興市場債券,TW000T2752F0,2020/3/26,CIOIBU,
T2752G,宏利七年階梯到期新興市場債券,TW000T2752G8,2020/3/26,CIOGBU,
T2752H,宏利七年階梯到期新興市場債券,TW000T2752H6,2020/3/26,CIOIBU,
T2753A,宏利好利退組合證券投資信託基,TW000T2753A9,2020/7/27,CIOGLU,
T2753B,宏利好利退組合證券投資信託基,TW000T2753B7,2020/7/27,CIOILU,
T2753C,宏利好利退組合證券投資信託基,TW000T2753C5,2020/7/27,CIOGLU,
