有價證券代號及名稱,,國際證券辨識號碼(ISIN Code),發行日,CFICode,備註
T2753D,宏利好利退組合證券投資信託基,TW000T2753D3,2020/7/27,CIOILU,
T2754A,宏利豐利退組合證券投資信託基,TW000T2754A7,2020/7/27,CIOGLU,
T2754B,宏利豐利退組合證券投資信託基,TW000T2754B5,2020/7/27,CIOILU,
T2754C,宏利豐利退組合證券投資信託基,TW000T2754C3,2020/7/27,CIOGLU,
T2754D,宏利豐利退組合證券投資信託基,TW000T2754D1,2020/7/27,CIOILU,
T2755A,宏利富利退組合證券投資信託基,TW000T2755A4,2020/7/27,CIOGLU,
T2755B,宏利富利退組合證券投資信託基,TW000T2755B2,2020/7/27,CIOILU,
T2755C,宏利富利退組合證券投資信託基,TW000T2755C0,2020/7/27,CIOGLU,
T2755D,宏利富利退組合證券投資信託基,TW000T2755D8,2020/7/27,CIOILU,
T2756A,宏利全球ＥＳＧ高收益債券證券,TW000T2756A2,2020/11/24,CIOGBU,
T2756B,宏利全球ＥＳＧ高收益債券證券,TW000T2756B0,2020/11/24,CIOGBU,
T2756C,宏利全球ＥＳＧ高收益債券證券,TW000T2756C8,2020/11/24,CIOGBU,
T2756D,宏利全球ＥＳＧ高收益債券證券,TW000T2756D6,2020/11/24,CIOGBU,
T2756E,宏利全球ＥＳＧ高收益債券證券,TW000T2756E4,2020/11/24,CIOGBU,
T2756F,宏利全球ＥＳＧ高收益債券證券,TW000T2756F1,2020/11/24,CIOGBU,
T2756G,宏利全球ＥＳＧ高收益債券證券,TW000T2756G9,2020/11/24,CIOGBU,
T2756H,宏利全球ＥＳＧ高收益債券證券,TW000T2756H7,2020/11/24,CIOGBU,
T2756J,宏利全球ＥＳＧ高收益債券證券,TW000T2756J3,2020/11/24,CIOGBU,
T2756K,宏利全球ＥＳＧ高收益債券證券,TW000T2756K1,2020/11/24,CIOGBU,
T2756L,宏利全球ＥＳＧ高收益債券證券,TW000T2756L9,2020/11/24,CIOGBU,
T2756M,宏利全球ＥＳＧ高收益債券證券,TW000T2756M7,2020/11/24,CIOGBU,
T2756N,宏利全球ＥＳＧ高收益債券證券,TW000T2756N5,2020/11/24,CIOGBU,
T2756P,宏利全球ＥＳＧ高收益債券證券,TW000T2756P0,2020/11/24,CIOGBU,
T2756Q,宏利全球ＥＳＧ高收益債券證券,TW000T2756Q8,2020/11/24,CIOGBU,
T2756R,宏利全球ＥＳＧ高收益債券證券,TW000T2756R6,2020/11/24,CIOGBU,
T2756S,宏利全球ＥＳＧ高收益債券證券,TW000T2756S4,2020/11/24,CIOGBU,
T2756T,宏利全球ＥＳＧ高收益債券證券,TW000T2756T2,2020/11/24,CIOGBU,
T2756U,宏利全球ＥＳＧ高收益債券證券,TW000T2756U0,2020/11/24,CIOGBU,
T2756V,宏利全球ＥＳＧ高收益債券證券,TW000T2756V8,2020/11/24,CIOGBU,
T2757A,宏利實質多重資產證券投資信託,TW000T2757A0,2021/8/17,CIOGEU,
T2757B,宏利實質多重資產證券投資信託,TW000T2757B8,2021/8/17,CIOGEU,
T2757C,宏利實質多重資產證券投資信託,TW000T2757C6,2021/8/17,CIOGEU,
T2757D,宏利實質多重資產證券投資信託,TW000T2757D4,2021/8/17,CIOGEU,
T2757E,宏利實質多重資產證券投資信託,TW000T2757E2,2021/8/17,CIOGEU,
T2757F,宏利實質多重資產證券投資信託,TW000T2757F9,2021/8/17,CIOGEU,
T2757G,宏利實質多重資產證券投資信託,TW000T2757G7,2021/8/17,CIOGEU,
T2757H,宏利實質多重資產證券投資信託,TW000T2757H5,2021/8/17,CIOGEU,
T2757J,宏利實質多重資產證券投資信託,TW000T2757J1,2021/8/17,CIOGEU,
T2757K,宏利實質多重資產證券投資信託,TW000T2757K9,2021/8/17,CIOGEU,
T2757L,宏利實質多重資產證券投資信託,TW000T2757L7,2021/8/17,CIOGEU,
T2757M,宏利實質多重資產證券投資信託,TW000T2757M5,2021/8/17,CIOGEU,
T2757N,宏利實質多重資產證券投資信託,TW000T2757N3,2021/8/17,CIOGEU,
T2757P,宏利實質多重資產證券投資信託,TW000T2757P8,2021/8/17,CIOGEU,
T2757Q,宏利實質多重資產證券投資信託,TW000T2757Q6,2021/8/17,CIOGEU,
T2757R,宏利實質多重資產證券投資信託,TW000T2757R4,2021/8/17,CIOGEU,
T2757S,宏利實質多重資產證券投資信託,TW000T2757S2,2021/8/17,CIOGEU,
T2757T,宏利實質多重資產證券投資信託,TW000T2757T0,2021/8/17,CIOGEU,
T2757U,宏利實質多重資產證券投資信託,TW000T2757U8,2021/8/17,CIOGEU,
T2757V,宏利實質多重資產證券投資信託,TW000T2757V6,2021/8/17,CIOGEU,
T2758A,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758A8,2021/6/25,CIOGLU,
T2758B,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758B6,2021/6/25,CIOILU,
T2758C,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758C4,2021/6/25,CIOGLU,
T2758D,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758D2,2021/6/25,CIOILU,
T2758E,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758E0,2021/6/25,CIOGLU,
T2758F,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758F7,2021/6/25,CIOILU,
T2758G,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758G5,2021/6/25,CIOGLU,
T2758H,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758H3,2021/6/25,CIOILU,
T2758J,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758J9,2021/6/25,CIOGLU,
T2758K,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758K7,2021/6/25,CIOILU,
T2758L,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758L5,2021/6/25,CIOGLU,
T2758M,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758M3,2021/6/25,CIOILU,
T2758N,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758N1,2021/6/25,CIOGLU,
T2758P,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758P6,2021/6/25,CIOILU,
T2758Q,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758Q4,2021/6/25,CIOGLU,
T2758R,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758R2,2021/6/25,CIOILU,
T2758S,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758S0,2021/6/25,CIOGLU,
T2758T,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758T8,2021/6/25,CIOILU,
T2758U,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758U6,2021/6/25,CIOGLU,
T2758V,宏利亞洲ＥＳＧ收益成長多重資,TW000T2758V4,2021/6/25,CIOILU,
T2759A,宏利全球科技證券投資信託基金,TW000T2759A6,2022/3/22,CIOGEU,
T2759B,宏利全球科技證券投資信託基金,TW000T2759B4,2022/3/22,CIOIEU,
T2759C,宏利全球科技證券投資信託基金,TW000T2759C2,2022/3/22,CIOGEU,
T2759D,宏利全球科技證券投資信託基金,TW000T2759D0,2022/3/22,CIOIEU,
T2759E,宏利全球科技證券投資信託基金,TW000T2759E8,2022/3/22,CIOGEU,
T2759F,宏利全球科技證券投資信託基金,TW000T2759F5,2022/3/22,CIOIEU,
T2759G,宏利全球科技證券投資信託基金,TW000T2759G3,2022/3/22,CIOGEU,
T2759H,宏利全球科技證券投資信託基金,TW000T2759H1,2022/3/22,CIOIEU,
T2759J,宏利全球科技證券投資信託基金,TW000T2759J7,2022/3/22,CIOGEU,
T2759K,宏利全球科技證券投資信託基金,TW000T2759K5,2022/3/22,CIOIEU,
T2759L,宏利全球科技證券投資信託基金,TW000T2759L3,2022/3/22,CIOGEU,
T2759M,宏利全球科技證券投資信託基金,TW000T2759M1,2022/3/22,CIOIEU,
T2759N,宏利全球科技證券投資信託基金,TW000T2759N9,2022/3/22,CIOGEU,
T2759P,宏利全球科技證券投資信託基金,TW000T2759P4,2022/3/22,CIOIEU,
T2759Q,宏利全球科技證券投資信託基金,TW000T2759Q2,2022/3/22,CIOGEU,
T2759R,宏利全球科技證券投資信託基金,TW000T2759R0,2022/3/22,CIOIEU,
T2759S,宏利全球科技證券投資信託基金,TW000T2759S8,2022/3/22,CIOGEU,
T2759T,宏利全球科技證券投資信託基金,TW000T2759T6,2022/3/22,CIOIEU,
T2759U,宏利全球科技證券投資信託基金,TW000T2759U4,2022/3/22,CIOGEU,
T2759V,宏利全球科技證券投資信託基金,TW000T2759V2,2022/3/22,CIOIEU,
T2760A,宏利數位基礎設施多重資產證券,TW000T2760A4,2022/10/17,CIOGLU,
T2760B,宏利數位基礎設施多重資產證券,TW000T2760B2,2022/10/17,CIOILU,
T2760C,宏利數位基礎設施多重資產證券,TW000T2760C0,2022/10/17,CIOGLU,
T2760D,宏利數位基礎設施多重資產證券,TW000T2760D8,2022/10/17,CIOILU,
T2760E,宏利數位基礎設施多重資產證券,TW000T2760E6,2022/10/17,CIOGLU,
T2760F,宏利數位基礎設施多重資產證券,TW000T2760F3,2022/10/17,CIOILU,
T2760G,宏利數位基礎設施多重資產證券,TW000T2760G1,2022/10/17,CIOILU,
T2760H,宏利數位基礎設施多重資產證券,TW000T2760H9,2022/10/17,CIOILU,
T2760J,宏利數位基礎設施多重資產證券,TW000T2760J5,2022/10/17,CIOGLU,
T2760K,宏利數位基礎設施多重資產證券,TW000T2760K3,2022/10/17,CIOILU,
T2760L,宏利數位基礎設施多重資產證券,TW000T2760L1,2022/10/17,CIOGLU,
T2760M,宏利數位基礎設施多重資產證券,TW000T2760M9,2022/10/17,CIOILU,
T2760N,宏利數位基礎設施多重資產證券,TW000T2760N7,2022/10/17,CIOGLU,
T2760P,宏利數位基礎設施多重資產證券,TW000T2760P2,2022/10/17,CIOILU,
T2760Q,宏利數位基礎設施多重資產證券,TW000T2760Q0,2022/10/17,CIOILU,
T2760R,宏利數位基礎設施多重資產證券,TW000T2760R8,2022/10/17,CIOILU,
T2776A,宏利全球動力股票基金(人民幣),TW000T2776A0,2017/5/15,CIOIEU,
T2776Y,宏利全球動力,TW000T2776Y0,2016/11/10,CIOGEU,
T2783A,宏利特別股息收益基金－Ａ不配息(台幣),TW000T2783A6,2018/7/16,CIOGEU,
T2783B,宏利特別股息收益基金－Ｂ月配息(台幣),TW000T2783B4,2018/7/16,CIOIEU,
T2783C,宏利特別股息收益基金－Ａ不配息(美元),TW000T2783C2,2018/7/16,CIOGEU,
T2783D,宏利特別股息收益基金－Ｂ月配息(美元),TW000T2783D0,2018/7/16,CIOIEU,
T2783E,宏利特別股息收益基金－Ａ不配息(人民幣避險),TW000T2783E8,2018/7/16,CIOGEU,
T2783F,宏利特別股息收益基金－Ｂ月配息(人民幣避險),TW000T2783F5,2018/7/16,CIOIEU,
T2783G,宏利特別股息收益證券投資信託,TW000T2783G3,2018/7/16,CIOGEU,
T2783H,宏利特別股息收益證券投資信託,TW000T2783H1,2018/7/16,CIOGEU,
T2783J,宏利特別股息收益證券投資信託,TW000T2783J7,2018/7/16,CIOGEU,
T2783K,宏利特別股息收益證券投資信託,TW000T2783K5,2018/7/16,CIOGEU,
T2783L,宏利特別股息收益證券投資信託,TW000T2783L3,2018/7/16,CIOGEU,
T2783M,宏利特別股息收益證券投資信託,TW000T2783M1,2018/7/16,CIOGEU,
T2783N,宏利特別股息收益證券投資信託,TW000T2783N9,2018/7/16,CIOGEU,
T2783P,宏利特別股息收益證券投資信託,TW000T2783P4,2018/7/16,CIOGEU,
T2783Q,宏利特別股息收益證券投資信託,TW000T2783Q2,2018/7/16,CIOGEU,
T2783R,宏利特別股息收益證券投資信託,TW000T2783R0,2018/7/16,CIOGEU,
T2789A,宏利六年到期新興債券基金－Ａ不配息(台幣),TW000T2789A3,2019/2/27,CIOGBU,
T2789B,宏利六年到期新興債券基金－Ｂ季配息(台幣),TW000T2789B1,2019/2/27,CIOIBU,
T2789C,宏利六年到期新興債券基金－Ａ不配息(美元),TW000T2789C9,2019/2/27,CIOGBU,
T2789D,宏利六年到期新興債券基金－Ｂ季配息(美元),TW000T2789D7,2019/2/27,CIOIBU,
T2789E,宏利六年到期新興債券基金－Ａ不配息(人民幣),TW000T2789E5,2019/2/27,CIOGBU,
T2789F,宏利六年到期新興債券基金－Ｂ季配息(人民幣),TW000T2789F2,2019/2/27,CIOIBU,
T2789G,宏利六年到期新興債券基金－Ａ不配息(南非幣),TW000T2789G0,2019/2/27,CIOGBU,
T2789H,宏利六年到期新興債券基金－Ｂ季配息(南非幣),TW000T2789H8,2019/2/27,CIOIBU,
T2789J,宏利六年到期新興債券基金－Ａ不配息(澳幣),TW000T2789J4,2019/2/27,CIOGBU,
T2789K,宏利六年到期新興債券基金－Ｂ季配息(澳幣),TW000T2789K2,2019/2/27,CIOIBU,
T2799A,宏利六年階梯到期新興市場債券基金-A不配息(台幣),TW000T2799A2,2019/8/26,CIOGBU,
T2799B,宏利六年階梯到期新興市場債券基金-B季配息(台幣),TW000T2799B0,2019/4/29,CIOIBU,
T2799C,宏利六年階梯到期新興市場債券基金-A不配息(美元),TW000T2799C8,2019/4/29,CIOGBU,
T2799D,宏利六年階梯到期新興市場債券基金-B季配息(美元),TW000T2799D6,2019/4/29,CIOIBU,
T2799E,宏利六年階梯到期新興市場債券基金-A不配息(人民幣),TW000T2799E4,2019/4/29,CIOGBU,
T2799F,宏利六年階梯到期新興市場債券基金-B季配息(人民幣),TW000T2799F1,2019/4/29,CIOIBU,
T2799G,宏利六年階梯到期新興市場債券基金-A不配息(南非幣),TW000T2799G9,2019/4/29,CIOGBU,
T2799H,宏利六年階梯到期新興市場債券基金-B季配息(南非幣),TW000T2799H7,2019/4/29,CIOIBU,
T3101Y,貝萊德寶利基金,TW000T3101Y0,1999/5/10,CIOGEU,
T3116A,貝萊德全方位資產收益組合基金-累積類型(新台幣),TW000T3116A8,2017/7/10,CFOGIU,
T3116B,貝萊德全方位資產收益組合基金-月配類型(新台幣),TW000T3116B6,2017/7/10,CFOIIU,
T3116C,貝萊德投信貝萊德全方位資產收益組合基金-累積類型(美元),TW000T3116C4,2017/7/10,CFOGIU,
T3116D,貝萊德全方位資產收益組合基金-月配類型(美元),TW000T3116D2,2017/7/10,CFOIIU,
T3116E,貝萊德全方位資產收益組合基金-月配類型(人民幣),TW000T3116E0,2017/7/10,CFOIIU,
T3117Y,貝萊德享退休系列2030目標日期組合基金,TW000T3117Y6,2018/7/25,CFOGIU,
T3118Y,貝萊德享退休系列2040目標日期組合基金,TW000T3118Y4,2018/7/25,CFOGIU,
T3119A,貝萊德享退休系列２０５０目標,TW000T3119A2,2021/9/10,CFOGIU,
T3119Y,貝莢德享退休系列２０５０目標,TW000T3119Y2,2018/7/25,CFOGIU,
T3120A,貝萊德環球動態趨勢多元資產組,TW000T3120A0,2022/6/17,CFOGIU,
T3120B,貝萊德環球動態趨勢多元資產組,TW000T3120B8,2022/6/17,CFOGIU,
T3120C,貝萊德環球動態趨,TW000T3120C6,2022/6/17,CFOGIU,
T3120D,貝萊德環球動態趨勢多元資產組,TW000T3120D4,2022/6/17,CFOIIU,
T3120E,貝萊德環球動態趨勢多元資產組,TW000T3120E2,2022/6/17,CFOIIU,
T3120F,貝萊德環球動態趨勢多元資產組,TW000T3120F9,2022/6/17,CFOIIU,
T3120G,貝萊德環球動態趨勢多元資產組,TW000T3120G7,2022/6/17,CFOIIU,
T3120H,貝萊德環球動態趨勢多元資產組,TW000T3120H5,2022/6/17,CFOIIU,
T3120J,貝萊德環球動態趨勢多元資產組,TW000T3120J1,2022/6/17,CFOIIU,
T3201S,野村優質基金-S累積型新臺幣計價,TW000T3201S0,2017/8/22,CIOGEU,
T3201Y,野村優質基金,TW000T3201Y8,1999/4/21,CIOGEU,
T3203Y,野村成長基金,TW000T3203Y4,1999/11/16,CIOGEU,
T3204Y,野村平衡基金,TW000T3204Y2,2000/2/22,CIOGEU,
T3205Y,野村ｅ科技基金,TW000T3205Y9,2000/9/16,CIOGEU,
T3207S,野村中小基金-S累積型新臺幣計價,TW000T3207S7,2017/8/22,CIOGEU,
T3207Y,野村中小基金,TW000T3207Y5,2001/4/11,CIOGEU,
T3208B,野村全球品牌證券投資信託基金,TW000T3208B1,2020/11/11,CIOGEU,
T3208C,野村全球品牌證券投資信託基金,TW000T3208C9,2020/11/11,CIOGEU,
T3208D,野村全球品牌證券投資信託基金,TW000T3208D7,2020/11/11,CIOGEU,
T3208Y,野村全球品牌基金,TW000T3208Y3,2002/6/21,CIOGEU,
T3209A,野村全球高股息基金-累積型,TW000T3209A1,2003/5/19,CIOGEU,
T3209B,野村全球高股息基金-季配型,TW000T3209B9,2003/5/19,CIOJEU,
T3209E,野村全球高股息基金-累積型人民幣計價,TW000T3209E3,2015/4/1,CIOGEU,
T3209F,野村全球高股息基金-季配型人民幣計價,TW000T3209F0,2015/4/1,CIOIEU,
T3209S,野村全球高股息基金-S累積型新臺幣計價,TW000T3209S3,2017/9/30,CIOGEU,
T3210S,野村鑫全球債券組合基金-S累積型新臺幣計價,TW000T3210S1,2017/9/30,CIOGBU,
T3210Y,野村鑫全球債券組合基金,TW000T3210Y9,2003/10/13,CIOGBU,
T3211S,野村鑫平衡組合基金-S累積型新臺幣計價,TW000T3211S9,2017/9/15,CIOGLU,
T3211Y,野村鑫平衡組合基金,TW000T3211Y7,2004/4/5,CIOGEU,
T3214A,野村全球不動產證券化基金-累積型,TW000T3214A1,2005/7/29,CIOGRU,
T3214B,野村全球不動產證券化基金-月配型,TW000T3214B9,2005/7/29,CIOIRU,
T3214E,野村全球不動產證券化基金-累積型人民幣計價,TW000T3214E3,2015/4/1,CIOGRU,
T3214F,野村全球不動產證券化基金-月配型人民幣計價,TW000T3214F0,2015/4/1,CIOIRU,
T3214S,野村全球不動產證券化基金-S累積型新臺幣計價,TW000T3214S3,2017/9/30,CIOGRU,
T3217A,野村亞太高股息基金-累積型,TW000T3217A4,2006/5/9,CIOGEU,
T3217B,野村亞太高股息基金-季配型,TW000T3217B2,2006/5/9,CIOJEU,
T3217E,野村亞太高股息基金-累積型人民幣計價,TW000T3217E6,2015/8/24,CIOGEU,
T3217F,野村亞太高股息基金-季配型人民幣計價,TW000T3217F3,2015/8/24,CIOJEU,
T3217S,野村亞太高股息基金-S累積型新臺幣計價,TW000T3217S6,2017/9/30,CIOGEU,
T3218Y,野村台灣運籌基金,TW000T3218Y2,1987/4/29,CIOGEU,
T3219Y,野村鴻運基金,TW000T3219Y0,1988/2/3,CIOGEU,
T3220C,野村環球證券投資信託基金-美元計價,TW000T3220C4,2017/2/24,CIOGEU,
T3220E,野村環球基金-人民幣計價,TW000T3220E0,2015/8/24,CIOGEU,
T3220S,野村環球證券基金-S-share-累積型新臺幣計價,TW000T3220S0,2017/9/15,CIOGEU,
T3220Y,野村環球基金,TW000T3220Y8,1988/11/28,CIOGEU,
T3221Y,野村鴻利基金,TW000T3221Y6,1989/12/23,CIOGEU,
T3222Y,野村鴻揚貨幣市場基金,TW000T3222Y4,1991/12/6,CIOGEU,
T3223Y,野村積極成長基金,TW000T3223Y2,1994/1/12,CIOGEU,
T3225Y,野村貨幣市場基金,TW000T3225Y7,1995/10/21,CIOGEU,
T3227Y,野村泰國基金,TW000T3227Y3,1997/6/3,CIOGEU,
T3228Y,野村高科技基金,TW000T3228Y1,2000/1/31,CIOGEU,
T3230Y,野村精選貨幣市場基金,TW000T3230Y7,2000/12/15,CIOGEU,
T3236Y,野村台灣高股息基金,TW000T3236Y4,2005/3/18,CIOGEU,
T3237Y,野村全球生技醫療基金,TW000T3237Y2,2007/1/18,CIOGEU,
T3248Y,野村中國機會基金,TW000T3248Y9,2009/4/22,CIOGEU,
T3251Y,野村巴西基金,TW000T3251Y3,2010/4/1,CIOGEU,
T3252A,野村新興高收益債組合基金-累積型,TW000T3252A1,2010/9/15,CIOGEU,
T3252B,野村新興高收益債組合基金-月配型,TW000T3252B9,2010/9/15,CIOIBU,
T3252S,野村新興高收益債組合基金-S累積型新臺幣計價,TW000T3252S3,2017/9/15,CIOGBU,
T3254Y,野村雙印傘型基金之印度潛力基金,TW000T3254Y7,2011/1/14,CIOGEU,
T3256A,野村亞太複合高收益債基金-累積型新臺幣計價,TW000T3256A2,2011/6/20,CIOGEU,
T3256B,野村亞太複合高收益債基金-月配型新臺幣計價,TW000T3256B0,2011/6/20,CIOIBU,
T3256C,野村亞太複合高收益債基金-累積類型美元計價,TW000T3256C8,2017/1/19,CIOGEU,
T3256D,野村亞太複合高收益債基金-月配類型美元計價,TW000T3256D6,2017/1/19,CIOIBU,
T3256E,野村亞太複合高收益債基金-累積型人民幣計價,TW000T3256E4,2014/9/30,CIOGEU,
T3256F,野村亞太複合高收益債基金-月配型人民幣計價,TW000T3256F1,2014/9/30,CIOIBU,
T3256G,野村亞太複合高收益債基金-累積型新臺幣計價N級別,TW000T3256G9,2019/4/30,CIOGBU,
T3256H,野村亞太複合高收益債基金-月配型新臺幣計價N級別,TW000T3256H7,2019/4/30,CIOIBU,
T3256J,野村亞太複合高收益債基金-月配型美元計價N級別,TW000T3256J3,2019/4/30,CIOIBU,
T3256K,野村亞太複合高收益債基金-月配型人民幣計價N級別,TW000T3256K1,2019/4/30,CIOIBU,
T3256S,野村亞太複合高收益債基金-S累積型新臺幣計價,TW000T3256S4,2017/8/22,CIOGBU,
T3259A,野村環球高收益債基金-累積型新臺幣計價,TW000T3259A6,2013/11/26,CIOGEU,
T3259B,野村環球高收益債基金-月配型新臺幣計價,TW000T3259B4,2013/11/26,CIOIBU,
T3259C,野村環球高收益債基金-累積型美元計價,TW000T3259C2,2013/11/26,CIOGEU,
T3259D,野村環球高收益債基金-月配型美元計價,TW000T3259D0,2013/11/26,CIOIBU,
T3259E,野村環球高收益債基金-累積型人民幣計價,TW000T3259E8,2014/9/18,CIOGEU,
T3259F,野村環球高收益債基金-月配型人民幣計價,TW000T3259F5,2014/9/18,CIOIBU,
T3259S,野村環球高收益債基金-S累積型新臺幣計價,TW000T3259S8,2017/8/22,CIOGBU,
T3267A,野村歐洲中小成長基金-新臺幣計價,TW000T3267A9,2015/1/23,CIOGEU,
T3267C,野村歐洲中小成長基金-美元計價,TW000T3267C5,2015/1/23,CIOGEU,
T3267E,野村歐洲中小成長基金-人民幣計價,TW000T3267E1,2015/1/23,CIOGEU,
T3267S,野村歐洲中小成長基金-S累積型新臺幣計價,TW000T3267S1,2017/8/22,CIOGEU,
T3276A,野村動態配置多重資產基金-累積型新臺幣計價,TW000T3276A0,2015/5/29,CIOGEU,
T3276B,野村動態配置多重資產基金-月配型新臺幣計價,TW000T3276B8,2015/5/29,CIOILU,
T3276C,野村動態配置多重資產基金-累積型美元計價,TW000T3276C6,2015/5/29,CIOGEU,
T3276D,野村動態配置多重資產基金-月配型美元計價,TW000T3276D4,2015/5/29,CIOILU,
T3276E,野村動態配置多重資產基金-累積型人民幣計價,TW000T3276E2,2015/5/29,CIOGEU,
T3276F,野村動態配置多重資產基金-月配型人民幣計價,TW000T3276F9,2015/5/29,CIOILU,
T3276G,野村動態配置多重資產基金-累積型澳幣計價,TW000T3276G7,2015/5/29,CIOGEU,
T3276H,野村動態配置多重資產基金-月配型澳幣計價,TW000T3276H5,2015/5/29,CIOILU,
T3276J,野村動態配置多重資產基金-月配型南非幣計價,TW000T3276J1,2015/5/29,CIOILU,
T3276K,野村動態配置多重資產基金-累積型南非幣計價,TW000T3276K9,2015/5/29,CIOGEU,
